Attributes,Const,No. of Boarding,No. of Alighting,Occupancy Level,Morning Peak,Before Intersection,Far from Intersection,Commercial (sqm),Transport hub (sqm),Bus Bay
Coef,4.0903,3.9722,3.9571,5.953,0.993,5.0688,3.0638,0.0002,-0.0034,-0.9665
